"id","date","post_author","text","mentions","total_views","total_fwds","hidden_edit","last_edit_date","scheduled","via_bot_id","noforwards","ttl_period","reactions","fwd_title","fwd_username","fwd_channel_id","title"
2373,1652017869,"channel","9 мая в 11:00 Басманный районный суд Москвы изберёт меру пресечения Евгению и Валентину.

Приходите к суду поддержать активистов!

Адрес: Каланчёвская улица, 11

Адвокаты будут просить не отправлять молодых людей в СИЗО. В качестве альтернативы суд может избрать домашний арест или запрет определённых действий. Для этого нужны две квартиры, в которой ребята могли бы проживать на протяжении всего следствия. Если вы готовы помочь, напишите Дмитрию: @spiritbear",0,7653,3,1,1652017901,0,,0,,"[(😢, 107), (👍, 14), (🤬, 10), (❤, 5)]","DOXA","doxajournal",,"Феминистское Антивоенное Сопротивление"
2366,1652000523,"channel","Появляется все больше свидетельств того, что российские военные используют изнасилование в качестве оружия на войне в Украине. В районах, которые были оккупированы войсками РФ, мирные жители рассказывают ужасающие истории о сексуальном насилии и убийствах",0,8103,116,1,1652000543,0,,0,,"[(😢, 406), (🤬, 193), (😱, 12), (🤯, 6), (👍, 2), (🥰, 2), (🤔, 2), (❤, 1)]","DW Главное","dwglavnoe",,"Феминистское Антивоенное Сопротивление"
2362,1651954567,"channel","В Петербурге [пришли](https://zona.media/news/2022/05/07/rebra) с обыском к координаторке феминистского проекта «Ребра Евы» Юлии Карпухиной. Обыск проходит в рамках дела о лжеминировании по электронной почте филиала РАНХиГС 

Не работает ссылка? Читайте [здесь](https://rebrand.ly/zona-media/?to=/news/2022/05/07/rebra).",0,9037,17,1,1651954599,0,,0,,"[(🤬, 246), (🤯, 15), (👍, 9), (😱, 9), (😢, 5), (🥰, 3), (👏, 3), (❤, 1)]","Медиазона","mediazzzona",,"Феминистское Антивоенное Сопротивление"
2361,1651945179,"channel","❗️**Петербургских активистов «Весны» Валентина Хорошенина и Евгения Затеева задержали по уголовному делу. Где они — неизвестно**. **Помогите их найти**
[
](https://sun9-85.userapi.com/s/v1/ig2/D2y1fT9eRI8FDHmIctxnZYky1G_-o94surqd6ffJ_JjE9UsLeVliKJmILdtirA6Sfbzk_hLpGzZGf0S9GfJs3KVc.jpg?size=1000x1000&quality=95&type=album)Валентина Хорошенина защищает адвокат «Апологии» Михаил Шиолашвили, Евгения Затеева — Даниил Семёнов, адвокат «Первого отдела». Оба не знают, где сейчас находятся их подзащитные.

По словам Шиолашвили, Хорошенин мог находиться в Москве во время задержания, откуда его доставили в Петербург. Затеев, который живёт в Санкт-Петербурге, не выходил на связь с самого утра.

Адвокаты предполагают, что Валентин и Евгений могут быть в одном из ОВД или уже в ИВС. Какую статью им вменяют и какие следственные действия с ними проводятся — неизвестно. 

Мы требуем немедленно сообщить адвокатом местоположение наших активистов и соблюдать их право на защиту. 

**Помогите найти Евгения и Валентина.** Позвоните дежурному следователю и прокурору Санкт-Петербурга и спросите, где они и на каком основании к ним не пускают адвокатов.

Телефон дежурного следователя: +7 (812) 570-66-71.
Телефон дежурного прокурора: +7 (812) 315-48-53.

Информацию можно присылать в наш бот: @vesna_against_war_bot.",0,8033,19,1,1651945220,0,,0,,"[(🤬, 214), (😢, 24), (👍, 13), (😱, 8), (❤, 4), (🥰, 2), (👏, 1)]","Движение «Весна» 💚","vesna_democrat",,"Феминистское Антивоенное Сопротивление"
2352,1651934582,"channel","**Бойкот Delivery Club. Защитим Кирилла Украинцева и права курьеров! **

Курьеры стали героями пандемии, но на деле их каждодневный тяжелый труд обесценивается, а права остаются абсолютно не защищены. Курьеров незаконно штрафуют работодатели, произвольно увольняют, платят копейки. За признание и защиту их права на достойные условия труда борется независимый [профсоюз «Курьер»](https://t.me/s/courier_fight) — и сейчас он **нуждается в нашей поддержке**.

Кирилл Украинцев, председатель профсоюза «Курьер», был задержан 25 апреля и до сих пор находится в СИЗО. Ему грозит реальный срок по «дадинской статье» (статья 212.1 УК РФ). Это случилось ровно тогда, когда начались стихийные курьерские забастовки против нововведений Delivery Club в условиях работы. Очевидно, что это — **репрессивные меры против успешной низовой самоорганизации**. Необходимо поднять свой голос, не позволить создать опасный прецедент и сообща защитить Кирилла Украинцева!  

Профсоюз «Курьер» объявляет бойкот сервису Delivery Club, курьерские забастовки и акции солидарности.

**Вместе с профсоюзом «Курьер» мы требуем:**

❗немедленно освободить председателя профсоюза и прекратить уголовное дело;

❗от компаний VK и «Сбер», владельцев Delivery Club, — вернуть условия, оплату труда и статусы курьеров, которые были на начало апреля; прекратить беспричинные блокировки курьеров в приложениях для работы и разблокировать тех, кто был заблокирован.

**Присоединяйтесь к бойкоту:**

1. Удаляйте приложение Delivery Club.

2. Пишите комментарии к приложениям в Google Play c требованиями вернуть тарифы курьерам, которые были в начале апреля и немедленно освободить Кирилла Украинцева. Delivery Club удаляет плохие оценки и комментарии — продолжайте их писать!

3. Записывайте видео и делайте фото с плакатами в поддержку Кирилла и курьеров с хэштегом #профсоюзнепреступление. Присылайте свои материалы в сообщения [группы профсоюза в ВК](https://vk.com/courier_fight) или в [чат-бот Платформы Солидарности](https://t.me/solidarity_feedback_bot).

[Подписать петицию](https://www.change.org/free_Kirill) 

Давайте вступимся за курьеров и не позволим отнять легальный механизм защиты человеческого достоинства. У нас  не так много их осталось, и сегодня они как никогда нам необходимы. **Защитите Кирилла Украинцева сегодня — защитите самих себя завтра.

Профсоюз —  не преступление!
**
#профсоюзнепреступление",0,8167,36,1,1651934599,0,,0,,"[(👍, 268), (❤, 27), (🥰, 8), (🔥, 7), (👏, 1), (🤬, 1)]","АнтиФонд","strikefund",,"Феминистское Антивоенное Сопротивление"
2349,1651928389,"channel","**Заявление «Весны» в связи с обысками у членов движения в Санкт-Петербурге**
[
](https://sun9-30.userapi.com/s/v1/ig2/PCjyP0lsrvS7XfgL0lHCs2gRP979lh7r-xTN4cFcsog-QDIWiPu1MMHwE6IS-S5GDDrOEeokWrMyycUJZa3pJZoT.jpg?size=1000x1000&quality=95&type=album)Сегодня обыски прошли у родителей федерального координатора Богдана Литвина и активиста «Весны» Валентина Хорошенина в Санкт-Петербурге. Хорошенин задержан, у него изъяли технику, как и у родителей Литвина. Также в Петербурге задержали координатора Евгения Затеева.

Материалы дела мы пока не видели, по какой статье и кого именно обвиняют — неизвестно. Предположительно, дело завели по 239 УК РФ о создании некоммерческой организации, посягающей на личность и права граждан. Эту информацию нам передала мать Валентина Хорошенина, но проверить её мы пока что не можем.

Мы связываем уголовное преследование членов движения с антивоенной кампанией «Весны», в первую очередь с [акцией](https://t.me/vesna_democrat/1578) 9 мая «Они воевали не за это». Кажется, в Кремле она кого-то очень разозлила.

Важно понимать: если дело завели по 239 УК, то это никак не касается наших подписчиков и участников акций, только полных членов движения. Приём мы закрыли с самого начала антивоенной кампании.

«Весна» не прекращает свою деятельность. Мы будем бороться против войны при любых обстоятельствах и в любых условиях. Оставайтесь с нами 💚

Вы можете нас поддержать пожертвованием вот [так](https://t.me/vesna_democrat/1559). Сейчас это критически важно.",0,7564,13,1,1651928433,0,,0,,"[(❤, 169), (👍, 21), (😢, 18), (🥰, 1), (👏, 1)]","Движение «Весна» 💚","vesna_democrat",,"Феминистское Антивоенное Сопротивление"
2346,1651924038,"channel","Карина Ершова, 23 года. Найдена в общей могиле в Буче. Изнасилована и убита выстрелом в затылок. По-видимому, перед смертью сопротивлялась, на теле множество порезов и ожогов, ногти вырваны. В ноге огнестрельная рана, наложен жгут. в 2014 вместе с семьей бежала из-под Донецка.
#следуетпомнитьтерминcollateraldamage",0,8477,70,1,1651924058,0,,0,,"[(😢, 528), (🤬, 126), (🤯, 66), (😱, 16), (🥰, 5), (👍, 4), (🔥, 4)]","old old animal","oldoldanimal",,"Феминистское Антивоенное Сопротивление"
2344,1651921711,"channel","С обыском также [пришли](https://t.me/sotavision/40111) к другому координатору «Весны» — Валентину Хорошенину.",0,8185,7,1,1651921726,0,,0,,"[(🤬, 169), (😢, 13), (👍, 9), (🥰, 5), (😱, 3)]","Avtozak LIVE","avtozaklive",,"Феминистское Антивоенное Сопротивление"
2343,1651921667,"channel","Силовики [пришли](https://t.me/vesna_democrat/1598) с обыском к родителям координатора движения «Весна» Богдана Литвина. Они живут в Санкт-Петербурге. 

Обыск начался около двух часов назад. Пока неизвестно, в связи с каким делом он проходит.",0,8143,8,1,1651921683,0,,0,,"[(🤬, 188), (😢, 14), (👍, 12), (🥰, 3), (😱, 3)]","Avtozak LIVE","avtozaklive",,"Феминистское Антивоенное Сопротивление"
2326,1651846622,"channel","Привет, соратни_цы!
Мы — локальная ячейка @femagainstwar в Белграде. Этот канал нужен для того, чтобы обмениваться информацией о том, как помочь, и координироваться друг с другом и с местными активист_ками для локальных акций и митингов (благо, в Белграде это пока достаточно безопасно).",0,9117,15,1,1651846641,0,,0,,"[(👍, 125), (❤, 17), (🤬, 8), (🥰, 5)]","FAR Beograd","farbeograd",,"Феминистское Антивоенное Сопротивление"
2323,1651841282,"channel","😡Родственникам моряков с «Москвы» присылают такую бумагу в ответ на их запросы!

Что происходит?

#МатериПротивВойны",0,8651,64,1,1651841289,0,,0,,"[(🤬, 375), (😢, 20), (🤯, 12), (🔥, 2), (🤔, 2), (🥰, 1)]","Союз Матерей Беларуси 🕊️","souzmaterey",,"Феминистское Антивоенное Сопротивление"
2305,1651821333,"channel","**Продолжаем рассказывать, кто делает Антивоенный Фонд**

Сегодня наши герои это [«Антивоенный Больничный», или «АнтиБоль»](https://t.me/stranabolna), – **инициатива, направленная на поддержку забастовочного движения**. 

Дадим слово им самим:

«С начала войны мы агитировали работников перестать кормить военную машину своими трудом и налогами. Поскольку полноценные стачки требуют времени и ресурсов на организацию, нашей основной идеей было массовое взятие больничных – тактика, имеющая схожие с забастовкой эффекты, проще реализуемая и не требующая консолидации всего коллектива.

Однако мы рады поддержать и полноценные забастовки, по какому бы поводу они не проводились. Забастовки под экономическими требованиями проще организовать, они несут меньше рисков для бастующих, а эффект оказывают тот же: в военное время любая забастовка – антивоенная. Тем более что нарушение трудовых прав и падение зарплат идут рука об руку с военными действиями.

Помимо этого, «АнтиБоль» освещает теоретические политико-философские вопросы, актуальные протестные тактики, вопросы безопасности на протестах и в сети, а также особенности использования криптовалют. Анонимный характер криптовалютных транзакций пришелся очень кстати при создании Антивоенного Фонда.

Наконец, еще одной задачей нашей инициативы является освещение событий, потенциально связанных с действиями антивоенного сопротивления. Может возникать ощущение, что борьбы против войны не идет – ведь крупные митинги сошли на нет. Однако тут и там сходят с рельс поезда, горят предприятия и военкоматы. Освещение такого рода новостей необходимо, чтобы избежать чувства отчаяния и бессилия. Сопротивление есть, и оно обязательно справится».

Рекомендуем ежедневные сводки «интригующих событий» от АнтиБоли, и впрямь поднимает дух.

__Если вас притесняют на работе из-за вашей антивоенной позиции, если вы готовы сопротивляться (может, даже организовать забастовку?) — __[__пишите нам, в Антивоенный Фонд__](https://cryptpad.fr/form/#/2/form/view/LdD1zufD3MLlUMDvI5FdU569AuY7GXAWZLcvJVOg2k0/)__. Мы бесплатно и анонимно проконсультируем вас и окажем юридическую поддержку.__",0,9171,10,1,1651821345,0,,0,,"[(👍, 107), (🥰, 10), (🤬, 5), (👏, 4), (❤, 3), (🤯, 2), (🔥, 1)]","АнтиФонд","strikefund",,"Феминистское Антивоенное Сопротивление"
2286,1651737240,"channel","❗️Этим утром с обыском пришли к фем-активистке и участнице «Мирного Сопротивления» Тане Сичкаревой.

Также обыски проходят у остальных участников и участниц «Мирного Сопротивления»: Ольги Смирновой, Асана Мумджи, Владимира Шипицына, Ильи Ткаченко.

Уголовное дело возбуждено по статье 207.3 часть 2 (распространение фейков о войне в составе группы по мотивам политической ненависти и вражды).

Статус Тани и остальных активистов пока неизвестен.",0,11764,11,1,1651737275,0,,0,,"[(🤬, 272), (😢, 47), (👍, 16), (❤, 2), (🥰, 2)]","Восьмая инициативная группа","Femspb",,"Феминистское Антивоенное Сопротивление"
2271,1651683784,"channel","[​​](https://telegra.ph/file/53d58353d942ae03f30b3.jpg)**В Украине при поддержке ООН запустят центры помощи пострадавшим от сексуализированного насилия.**

http://amp.gs/jlRN7

По всей стране уже работают 24 бригады социально-психологической помощи пострадавшим, также власти страны продолжают собирать свидетельства о количестве случаев сексуализированного насилия во время военных действий.",0,7750,10,1,1651683793,0,,0,,"[(❤, 191), (😢, 40), (👍, 23), (👏, 4), (🤯, 2), (🤔, 1)]","Wonderzine","wonderzinemag",,"Феминистское Антивоенное Сопротивление"
2252,1651648506,"channel","В Казани у соосновательницы движения «ФемКызлар» Дины Нурм провели обыск по делу о склонении к беспорядкам в телеграм-чате, рассказала она в своём инстаграме.

http://amp.gs/jlEqL

Если ссылка не открывается: http://amp.gs/jlEqW",0,8811,9,1,1651648537,0,,0,,"[(🤬, 150), (😢, 9), (👍, 8), (🤯, 4), (🥰, 1)]","DOXA","doxajournal",,"Феминистское Антивоенное Сопротивление"
2235,1651582919,"channel","**Методичка о тактиках микросопротивления 🩸🩸🩸

Внутри собрана полезная информация из действующих групп сопротивления с кликабельными ссылками **

📍правовая безопасность

📍кибер безопасность /
защита данных

📍физическая безопасность / психологическая помощь 

📍сайты с предложением конкретных тактик сопротивления 

📍гайды помощи эвакуирующимся из Украины 

📍каналы прямого действия 

📍трудовое сопротивление, забастовки, больничные, кампании

📍образовательная забастовка 

📍информация для солдат, призывников и родственников солдат. 

📍медиа партизанинг. сопротивление в сети 

📍уличные акции

📍распространение петиций 

📍пожертвование фондам и где стать волонтер_ом

Сейчас кажется особенно важным заботиться о безопасноти каждо_го , кто берет ответственность за происходящее и имеет смелость говорить ""НЕТ"" действующей власти. Поэтому внимательно ознакомьтесь с рисками в разделе ""безопасность"" и практикуйте все предложенные способы для сохранения себя, своих сообществ и инфраструктур. 

[media resistance group](https://t.me/nottowar) 🩸",0,8818,261,1,1651582943,0,,0,,"[(🔥, 176), (❤, 29), (👍, 14), (🥰, 2), (👏, 1), (🤯, 1)]","media resistance group 🩸🩸🩸","nottowar",,"Феминистское Антивоенное Сопротивление"
2231,1651575120,"channel","Во времена чеченских войн одну из главных ролей в прекращении боевых действий и вызволении солдат из этого региона сыграли объединенные организации их матерей.

С 24-го февраля нас волнует один вопрос: а что происходит с родителями военнослужащих, находящихся в Украине, сейчас?

«Вёрстка» выяснила подробности, как прошла **первая и единственная** [протестная акция матерей российских контрактников](https://verstka.media/protest-materey/) и готовы ли родители в России биться за своих детей💙

Материал целиком можно прочитать [здесь](https://verstka.media/protest-materey/)",0,8682,56,1,1651575145,0,,0,,"[(❤, 157), (👍, 29), (😢, 21), (🔥, 7), (🥰, 1), (👏, 1)]","Вёрстка","svobodnieslova",,"Феминистское Антивоенное Сопротивление"
2229,1651569549,"channel","**«Согласия не давали»: военнослужащие отказались воевать в Украине и уехали домой **
__об этом рассказала «Школа призывника» ____@netprizyvu__

Двое военнослужащих по контракту из Челябинской области, которых отправили в Украину, отказались воевать. Несмотря на угрозы, им удалось вернуться домой и досрочно расторгнуть контракт.

Военные посчитали, что были дважды обмануты своим командованием. Сначала им обещали, что отправят на учения к границе России. А после уверяли, что они едут на защиту Луганска, но отправили на захват Чернигова.

Контрактники отказывались снова участвовать в боевых действиях, заявляя, что не соглашались на них. Они добивались увольнения, но в ответ получали угрозы уголовным преследованием от командования. Обратились за правовой поддержкой в «Школу призывника», чтобы узнать, как законно и без последствий расторгнуть контракт.

Военные уехали домой, поставив в известность своего командира. После прибытия в свой регион, встретились с адвокатом, явились в воинскую часть и подали рапорт о досрочном расторжении контракта в связи с отказом участвовать в боевых действиях, на которые они не давали своего согласия.

Командование части сочло отказ грубым дисциплинарным проступком, что и послужило основанием для досрочного прекращения контрактов. Никаких уголовных дел в отношении контрактников не возбуждалось.

◾️ читайте памятку, как досрочно растрогнуть контракт: telegra.ph/Kak-voennosluzhashchim-dosrochno-rastorgnut-kontrakt-po-ubezhdeniyam-04-29

◾️ обращайтесь за бесплатными консультациями по сознательному отказу: @agsnowarbot",0,9372,93,1,1651569584,0,,0,,"[(👍, 395), (❤, 71), (👏, 25), (🔥, 14), (🤯, 2), (🤔, 1), (🤬, 1)]","Призыв к совести","peaceplea",,"Феминистское Антивоенное Сопротивление"
2208,1651503321,"channel","**Отключить онлайн камеры, чтобы повесить антивоенные плакаты**

Поясним, а то судя по комментариям, у некоторых не складывается картинка. 

Да, чтобы повесить [антивоенные плакаты](https://t.me/tversky/1824) на Тверском проспекте - пришлось на ночь [отключить все онлайн камеры ](https://t.me/tversky/1820?single)в центре Твери. 

Да, это два связанных события. К сожалению, иначе активисты могли попасть под удар. 

Сейчас все онлайн камеры снова работают как и раньше. До новых встреч!",0,7718,138,1,1651503334,0,,0,,"[(👏, 713), (❤, 101), (🔥, 48), (🤯, 19), (👍, 14), (🤬, 3)]","Закрой за мной Тверь","tverskey",,"Феминистское Антивоенное Сопротивление"
2202,1651490822,"channel","С самого начала полномасштабных военных действий в Украине мы всё чаще слышим об акциях, действиях, высказываниях женщин против войны. Только на прошлой неделе всем стало известно имя Катерины Зариповой, срывавшей букву Z в детском саду и готовой судиться за это право.**
**
Некоторые из женщин называют себя феминистками, другие – нет,** Дарья Апахончич разбиралась с вопросом, почему именно они сейчас на виду **https://verstka.media/feminism-against-war/",0,8044,33,1,1651490938,0,,0,,"[(🥰, 221), (❤, 49), (👍, 35), (🤯, 3), (👏, 2), (🔥, 1)]","Вёрстка","svobodnieslova",,"Феминистское Антивоенное Сопротивление"
2201,1651486981,"channel","**Акция «Они воевали не за это». 9 мая — в колоннах «Бессмертного полка»**[
](https://sun9-36.userapi.com/impg/PbbYPU8SSOGR7gVLUR4a0d4949IL9pEk_55Fog/GYZGw0yL8HU.jpg?size=1000x1000&quality=95&sign=b42a6fbfa4388df9ac8273c3fd106b7c&type=album)
9 мая состоится главное пропагандистское мероприятие Путина — военные парады по всей стране. Вместе с ними пройдут и шествия «Бессмертного полка», посвящённые погибшим во время Великой Отечественной.

«Бессмертный полк» прежде всего призван напомнить о жертвах, горе и лишениях, которые приносит с собой война. Мы уверены: наши бабушки и дедушки жертвовали собой ради того, чтобы войны больше не было никогда и ни под каким предлогом. 

Путин предал их память, их надежды и их жертву. Присвоив себе победу в Великой Отечественной войне, Путин превратил памятную дату 9 мая в праздник милитаризма и ксенофобии под лозунгом «можем повторить». 

Сегодня наш долг — требовать мира. Только так можно по-настоящему почтить память жертв Второй мировой. Поэтому мы объявляем акцию «Они воевали не за это». 

Призываем вас выходить на «Бессмертный полк» в вашем городе. В этом году шествия пройдут без ковидных ограничений, в очном формате. 

**Что делать на акции?**

Выразите свой протест против войны в Украине любым способом:

1. Присоединиться к колонне с фотографией своего родственника, погибшего в ВОВ, с лозунгом «он/а воевал/а не за это» поверх.

2. Можно придумать другие лозунги: «он/а погиб/ла не ради новой войны», «он/а никогда бы не поверила, что мы воюем с Украиной», «он/а мечтал/а о мире во всём мире», «его/её подвиг предан Путиным», «его/её мечты предал Путин», «он/а не хотел повторить» и так далее. 
 
3. Или выйти с фотографиями разрушений и жертв войны в Украине и с любыми антивоенными лозунгами.

Мы уверены, что вы и сами сможете придумать не один способ показать своё отношение к войне в Украине, поэтому оставляем список антивоенной агитации на шествии открытым. 

**Как подготовиться?**

1. Поищите информацию о том, где в вашем городе пройдёт шествие «Бессмертного полка». Обычно об этом пишут в региональных новостях и на [официальном сайте](https://www.polkrf.ru/).

2. Подумайте о том, как незаметно и безопасно спрятать такие плакаты и пронести их в колонны. Обычно присоединиться к общим шествиям можно свободно, но дополнительная осторожность не помешает.

3. Заранее сделайте плакаты/транспаранты. Не забывайте, что обратная сторона транспаранта тоже отлично видна участникам «Бессмертного полка». 

4. Держите наготове контакты правозащитников, например, боты «ОВД-Инфо» и «Апологии»: @OvdInfoBot и @ApologiaHelp. Почитайте [важные](https://t.me/vesna_democrat/1344) [памятки](https://t.me/vesna_democrat/1443) о безопасности и взаимодействии с полицией.

Не забывайте фотографировать ваши плакаты и транспаранты других протестующих и прислать в наш бот: @vesna_against_war_bot.",0,7847,85,1,1651487074,0,,0,,"[(❤, 284), (👍, 38), (🔥, 12), (🤔, 4), (👏, 3), (🥰, 2), (🤯, 2), (😢, 2)]","Движение «Весна» 💚","vesna_democrat",,"Феминистское Антивоенное Сопротивление"
2187,1651440348,"channel","Интересные события за 1 мая:

У диверсантов и сопротивления выходных не бывает :)

1) В Белгородской области загорелся и затем завзрывался некий  военный объект - говорят, что склад боеприпасов. Проводка, ты ли это?

2) Сходом грузового вагона с рельс нас сегодня порадовал Биробиджан. Что ж такое, рельсы вдруг испортились везде и сразу!

3) В Курской области спонтанно обрушился железнодорожный мост. Поскольку обрушение сопровождалось самопроизвольными хлопками, свалить все на случайность не удалось и обрушение признали-таки диверсией. 

4) В Петербурге загорелось предприятие, производящее ГСМ.

5) Водители мусоровозов неутомимо бастуют. Молодцы! Власти пытаются вывозить мусоров другими средствами. 

6) Профсоюз ""Курьер"" призывает к забастовкам и бойкоту, не собираясь мириться с репрессиями. Поехали!

7) В Твери активисты провели достойную экранизации операцию по размещению антивоенных плакатов на автобусных остановках. Для этого они скооперировались с хакерами, отключившими на это время камеры наблюдения в центре города. Потрясающе!

8) В Перми анархисты закидали баннеры с ""героями спецоперации"" банками с краской. 

9) В Улан-Удэ мужчина заблокировал путь колонне военной техники и бросал в нее камнями.  Прямо как тот товарищ на Тяньаньмэнь.

10) С некими Z-автомобилями продолжают происходить Vозгорания. Правда, без примечательных эпизодов. А вот торговые центры пережили сегодняшний день! Здесь проводка позволила себе отгул.

11) Но отдохнуть ТЦ не удалось, потому что их продолжили массово минировать - например, все ТЦ Саратова сразу. Мэрии и суды за таким сегодня замечены не были - действительно. первомай все-таки. Чего там минировать. 

#новости #сводка #проводка",0,8996,261,1,1651440439,0,,0,,"[(👏, 531), (❤, 127), (🔥, 35), (👍, 28), (🤔, 12), (🤬, 8), (🥰, 3)]","Антивоенный Больничный","stranabolna",,"Феминистское Антивоенное Сопротивление"
2179,1651424033,"channel","**В Петербурге **[**задержали**](https://t.me/ovdinfolive/8577)** Анну Анисимову**. **Она приковала себя к ограде рядом с телевизором с надписью Z TV и изображением Владимира Соловьева
**
 ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА

Анисимову доставили в 16 отдел полиции.",0,6783,59,1,1651424055,0,,0,,"[(❤, 386), (🔥, 61), (🤬, 24), (👍, 15), (👏, 5), (🥰, 1)]","Медуза — LIVE","meduzalive",,"Феминистское Антивоенное Сопротивление"
2170,1651420571,"channel","В Ижевске полицейские [задержали](https://activatica.org/content/d2e9f0c4-8148-4ebf-8311-575023c754d0/0105-antivoennye-akcii-v-rossii-i-mire) активистку Анну Останину из-за одиночного пикета с плакатом «Мир? Труд, Май».",0,7442,24,1,1651420592,0,,0,,"[(❤, 243), (😢, 60), (🤬, 47), (🤯, 8), (👍, 4), (👏, 2), (🔥, 1)]","Activatica.org 🟠 Активатика","activatica",,"Феминистское Антивоенное Сопротивление"
2167,1651416790,"channel","🤦‍♀️ Москва, Крымский вал. Люди в одежде с серпом и молотом [прыгают](https://t.me/ostorozhno_novosti/8026) на батутах на фоне цитаты Путина про ядерную войну

**«Но я как гражданин России и глава российского государства хочу задаться вопросом: а зачем нам такой мир, если в нем не будет России?»

**Интересные конкурсы к 1 мая в столице.",0,7415,146,1,1651416832,0,,0,,"[(🤬, 507), (🤯, 103), (👍, 7), (🤔, 4), (🥰, 3), (❤, 2), (😢, 1)]","ЧТД","chtddd",,"Феминистское Антивоенное Сопротивление"
2165,1651416195,"channel","В Санкт-Петербурге задержали журналистов «Новой газеты» Елену Лукьянову и Алексея Душутина, когда они снимали антивоенный пикет художницы Елены Осиповой, сообщает Sota

Лукьянова рассказала изданию, что была рядом с Осиповой не в качестве журналиста, у нее не было пресс-карты и фотоаппарата.
О задержании мужчины, ведущего видеосъемку Осиповой, сообщает и ОВД-Инфо со ссылкой на очевидицу

https://holod.global.ssl.fastly.net/2022/05/01/chronicle-67/#18",0,7207,52,1,1651416206,0,,0,,"[(😢, 294), (❤, 91), (🤬, 34), (🥰, 12), (👍, 8), (🤯, 4), (😱, 3), (👏, 1)]","Журнал «Холод»","holodmedia",,"Феминистское Антивоенное Сопротивление"
2142,1651399599,"channel","**Зачем нужны профсоюзы?**

Первое мая – праздник Труда, и сегодня особенно важно вспомнить, на ком держится благосостояние общества. И оно держится на вас – на людях, которые работают, производят, создают. Значимую часть жизни мы проводим на работе, и при этом очень часто работник не может контролировать условия собственного труда. Не может противостоять несправедливым штрафам и увольнениям, повысить себе зарплату, не говоря уже о принятии справедливых социальных законов. Все это невозможно сделать в одиночку, но есть способ – объединиться, и тогда уже разговаривать с работодателем на равных. Как и должно быть. 

Сегодняшний Первомай – май и труд, без мира. Многие не готовы поднимать свой голос против войны именно потому, что опасаются за свои рабочие места. Важно вспомнить, **как сильно наше государство зависит от нашего труда** и нашего вклада, о том, что без всех нас оно бессильно, в том числе – бессильно вести войну.

**Профсоюз – способ защитить собственное достоинство, благополучие и право на голос. **
Мы сделали карточки, чтобы рассказать вам, чем именно профсоюз может быть вам полезен.

Распространяйте, пожалуйста!

Если вас притесняют на работе из-за вашей антивоенной позиции, если вы готовы создать профсоюз – [пишите нам, в Антивоенный фонд](https://cryptpad.fr/form/#/2/form/view/LdD1zufD3MLlUMDvI5FdU569AuY7GXAWZLcvJVOg2k0/). Мы бесплатно и анонимно окажем вам консультационную и юридическую поддержку.",0,7439,13,1,1651399612,0,,0,,"[(❤, 109), (🔥, 10), (👍, 6), (🥰, 2), (👏, 2), (🤬, 1)]","АнтиФонд","strikefund",,"Феминистское Антивоенное Сопротивление"
